material   : carbon-chain
h5path     : /scratch/yimili/matrices/hdf5/carbon-chain.h5
block size : 104
requested  : idx 0..401 (402 indices)
completed  : 402
failed     : 0

idx  relres_fp16   fwd_err_fp16   fwd_err_c64   cond_full_svd
 379  1.869676e-02  2.103494e-02  1.742738e-06  2.092647e+03
 380  1.979668e-02  2.865002e-02  2.521099e-06  2.095538e+03
 381  1.928948e-02  2.360290e-02  2.523943e-06  2.098436e+03
 382  1.920568e-02  2.133893e-02  2.740160e-06  2.101342e+03
 383  1.877817e-02  2.368337e-02  2.613246e-06  2.104260e+03
 384  1.932737e-02  2.368682e-02  2.315794e-06  2.107222e+03
 385  1.875741e-02  2.171736e-02  3.267827e-06  2.110235e+03
 386  1.907815e-02  2.285840e-02  2.231875e-06  2.113261e+03
 387  1.954588e-02  2.030357e-02  2.770449e-06  2.116293e+03
 388  1.934464e-02  2.246810e-02  2.710572e-06  2.119331e+03
 389  1.886639e-02  2.296265e-02  2.701322e-06  2.122374e+03
 390  1.945384e-02  2.027669e-02  3.374675e-06  2.125421e+03
 391  1.858627e-02  1.961581e-02  1.849307e-06  2.128472e+03
 392  1.983854e-02  2.642488e-02  2.431309e-06  2.131526e+03
 393  1.921830e-02  1.804655e-02  2.292409e-06  2.134583e+03
 394  1.980992e-02  2.127831e-02  2.934945e-06  2.137642e+03
 395  1.987742e-02  2.209007e-02  2.546485e-06  2.140704e+03
 396  1.912485e-02  1.860847e-02  3.159515e-06  2.143769e+03
 397  1.966274e-02  1.834145e-02  2.629674e-06  2.146837e+03
 398  1.997231e-02  2.128285e-02  2.488376e-06  2.149907e+03
 399  2.033899e-02  1.964679e-02  1.758169e-06  2.152980e+03
 400  1.961382e-02  2.542852e-02  2.023846e-06  2.156057e+03
 401  1.940276e-02  2.016990e-02  1.881773e-06  2.159138e+03
