material   : graphene
h5path     : /scratch/yimili/matrices/hdf5/graphene.h5
block size : 416
requested  : idx 0..401 (402 indices)
completed  : 402
failed     : 0

idx  relres_fp16   fwd_err_fp16   fwd_err_c64   cond_full_svd
 209  2.880921e-02  2.310878e-02  1.832378e-06  5.463595e+02
 210  2.697831e-02  2.211923e-02  2.078159e-06  5.313838e+02
 211  2.920123e-02  2.194342e-02  1.809600e-06  5.172178e+02
 212  2.901786e-02  2.573853e-02  1.735751e-06  5.153944e+02
 213  2.736249e-02  2.189296e-02  1.909093e-06  5.163764e+02
 214  2.718693e-02  2.113117e-02  2.048303e-06  5.173774e+02
 215  2.737454e-02  1.857462e-02  1.840568e-06  5.183983e+02
 216  2.756721e-02  2.190158e-02  1.756635e-06  5.194401e+02
 217  2.826125e-02  2.187539e-02  1.815731e-06  5.205039e+02
 218  2.791079e-02  2.188257e-02  1.711708e-06  5.215906e+02
 219  2.404230e-02  2.220570e-02  1.839597e-06  5.227013e+02
 220  2.729265e-02  2.179122e-02  1.695743e-06  5.238370e+02
 221  2.730108e-02  2.402507e-02  1.913042e-06  5.249988e+02
 222  2.628857e-02  2.250957e-02  1.981223e-06  5.261877e+02
 223  2.910122e-02  2.366401e-02  1.798759e-06  5.274047e+02
 224  2.546595e-02  2.066410e-02  1.750109e-06  5.286511e+02
 225  2.624235e-02  2.092525e-02  1.954992e-06  5.299279e+02
 226  2.730220e-02  2.069885e-02  2.106327e-06  5.312363e+02
 227  2.631738e-02  2.132865e-02  2.070904e-06  5.325774e+02
 228  2.727428e-02  1.868801e-02  1.621753e-06  5.339525e+02
 229  2.798127e-02  2.479078e-02  1.996165e-06  5.353628e+02
 230  2.740643e-02  2.217661e-02  1.839775e-06  5.368097e+02
 231  2.706850e-02  2.361675e-02  1.942033e-06  5.382945e+02
 232  2.648124e-02  2.057098e-02  1.712150e-06  5.398188e+02
 233  2.577685e-02  2.338879e-02  2.023915e-06  5.413840e+02
 234  2.785604e-02  2.355933e-02  2.067391e-06  5.429917e+02
 235  2.630028e-02  2.170230e-02  1.745645e-06  5.446436e+02
 236  2.796286e-02  2.250767e-02  2.096540e-06  5.463414e+02
 237  2.729399e-02  2.188403e-02  2.055713e-06  5.480867e+02
 238  2.786852e-02  2.052002e-02  1.958433e-06  5.498813e+02
 239  2.730836e-02  2.320235e-02  1.907809e-06  5.517269e+02
 240  2.773293e-02  2.264664e-02  1.975080e-06  5.536252e+02
 241  2.828783e-02  2.212288e-02  1.880392e-06  5.555777e+02
 242  2.995239e-02  2.679710e-02  1.891018e-06  5.575861e+02
